-2.944177389144897461e-01,1.121899187564849854e-01,4.491750299930572510e-01,-8.206424117088317871e-02,2.682220637798309326e-01,-1.639388501644134521e-01,-1.899831444025039673e-01,7.077410072088241577e-02,-1.774630248546600342e-01,-7.886252552270889282e-02,3.311078250408172607e-01,-4.470683932304382324e-01,1.341181397438049316e-01,-2.721401154994964600e-01,-1.455380916595458984e-01,-3.691318035125732422e-01
-2.857831418514251709e-01,-4.623024463653564453e-01,-4.602505639195442200e-02,-8.043912053108215332e-02,-7.032528519630432129e-01,-1.645157635211944580e-01,-1.960284709930419922e-01,5.978948995471000671e-02,-2.490904629230499268e-01,-4.693854153156280518e-01,5.409944057464599609e-01,-4.551897644996643066e-01,1.254464089870452881e-01,-3.168669939041137695e-01,-2.009416967630386353e-01,-2.513470947742462158e-01
1.102104336023330688e-01,3.064269386231899261e-02,-3.435893058776855469e-01,2.479738593101501465e-01,-1.941205561161041260e-01,-2.214025110006332397e-01,1.557661741971969604e-01,5.670238658785820007e-02,1.125957816839218140e-01,4.548681378364562988e-01,-5.701810717582702637e-01,1.140270680189132690e-01,5.071855187416076660e-01,5.339750051498413086e-01,-2.757351100444793701e-01,2.335645407438278198e-01
5.945888161659240723e-01,1.269840598106384277e-01,-5.636360049247741699e-01,6.472190618515014648e-01,-3.257713019847869873e-01,4.463404119014739990e-01,5.496745705604553223e-01,3.851736187934875488e-01,3.733294308185577393e-01,5.120363235473632812e-01,-7.800926566123962402e-01,8.857609331607818604e-02,4.928784668445587158e-01,3.749867975711822510e-01,2.320178002119064331e-01,2.677568793296813965e-01
-4.254809916019439697e-01,-1.781668365001678467e-01,1.190810278058052063e-01,-5.107627511024475098e-01,-1.007482875138521194e-02,-3.002958595752716064e-01,-4.093458056449890137e-01,-9.259694255888462067e-03,-1.468231230974197388e-01,-2.183067351579666138e-01,4.734652340412139893e-01,1.946956217288970947e-01,-3.465593457221984863e-01,-1.259704530239105225e-01,-1.755123436450958252e-01,-1.441987752914428711e-01
-4.237338900566101074e-01,-1.696112453937530518e-01,3.197669386863708496e-01,-5.009824037551879883e-01,1.057068035006523132e-01,-3.203886449337005615e-01,-4.018338322639465332e-01,-7.973892614245414734e-03,-1.319543868303298950e-01,2.205044627189636230e-01,4.786097258329391479e-02,1.915793120861053467e-01,-3.439003229141235352e-01,-1.286897808313369751e-01,-1.772438287734985352e-01,-1.471192091703414917e-01
7.219707965850830078e-02,3.150227069854736328e-01,-3.806147724390029907e-02,-1.062423139810562134e-01,3.125908225774765015e-02,3.544078171253204346e-01,-8.079620078206062317e-03,3.389472365379333496e-01,1.290966719388961792e-01,7.741695046424865723e-01,-7.477213740348815918e-01,1.720601469278335571e-01,-3.519163429737091064e-01,-3.158811926841735840e-01,3.085753917694091797e-01,3.521851077675819397e-02
4.596863687038421631e-01,9.095222502946853638e-02,-3.624636828899383545e-01,2.423339486122131348e-01,-3.400267064571380615e-01,2.922272980213165283e-01,3.436019122600555420e-01,3.165269792079925537e-01,4.605545699596405029e-01,8.573644161224365234e-01,-9.637002348899841309e-01,7.316887378692626953e-01,1.951144449412822723e-02,5.971071124076843262e-01,1.991493552923202515e-01,4.154606759548187256e-01
2.214280664920806885e-01,-3.030275180935859680e-02,-1.623319983482360840e-01,2.647027000784873962e-02,1.157212257385253906e-01,-1.756089506670832634e-03,-7.817871868610382080e-02,1.769391000270843506e-01,7.381589710712432861e-02,1.996676623821258545e-01,-2.201506644487380981e-01,-1.630477160215377808e-01,1.879997700452804565e-01,2.363982051610946655e-01,2.588495314121246338e-01,2.161339223384857178e-01
1.477012485265731812e-01,3.095949441194534302e-02,2.884591557085514069e-02,5.715426430106163025e-02,2.159355729818344116e-01,-6.582574546337127686e-02,-1.421298235654830933e-01,-6.571584939956665039e-02,1.031042486429214478e-01,2.071111202239990234e-01,-2.403521537780761719e-02,-1.889442205429077148e-01,-9.718634933233261108e-02,1.232433691620826721e-01,2.287075668573379517e-01,5.178118497133255005e-02
1.463201940059661865e-01,5.747834965586662292e-02,1.524437218904495239e-01,5.072579532861709595e-02,3.709936738014221191e-01,-1.406834125518798828e-01,-1.435780525207519531e-01,-3.136418387293815613e-02,5.787564441561698914e-02,2.022824734449386597e-01,1.299060583114624023e-01,-2.841108441352844238e-01,-7.996599376201629639e-02,1.794518716633319855e-02,3.034840151667594910e-02,-9.922812879085540771e-02
1.504252105951309204e-01,5.679939314723014832e-02,1.660063862800598145e-01,5.294628068804740906e-02,3.575016558170318604e-01,-1.246511116623878479e-01,-1.555703431367874146e-01,-4.200013726949691772e-02,6.015409901738166809e-02,2.096757143735885620e-01,1.095998287200927734e-01,-2.794359922409057617e-01,-8.812652528285980225e-02,2.359371818602085114e-02,2.964324504137039185e-02,-1.271087378263473511e-01
1.436282873153686523e+00,1.124568879604339600e-01,-4.418640136718750000e-01,1.391521334648132324e+00,-5.644475817680358887e-01,1.434114098548889160e+00,1.170367479324340820e+00,1.104076147079467773e+00,1.542053818702697754e-01,3.943215906620025635e-01,-8.242365121841430664e-01,8.558318018913269043e-01,8.000900745391845703e-01,6.371915936470031738e-01,1.143128156661987305e+00,1.072948336601257324e+00
-2.667466700077056885e-01,9.446579217910766602e-02,3.037769794464111328e-01,-1.341233998537063599e-01,1.168174743652343750e-01,-1.880166679620742798e-01,-3.123979568481445312e-01,-5.156608819961547852e-01,-3.447326645255088806e-02,-5.806940793991088867e-02,1.279207319021224976e-01,-2.922981381416320801e-01,-2.356943637132644653e-01,-3.778858780860900879e-01,1.954697631299495697e-02,-4.858194664120674133e-02
-1.819484829902648926e-01,8.504965901374816895e-02,3.016705513000488281e-01,-1.436719447374343872e-01,2.570974528789520264e-01,-2.192993760108947754e-01,-2.302708029747009277e-01,-3.119502067565917969e-01,-9.194190055131912231e-02,-6.105317920446395874e-02,2.051357477903366089e-01,-3.670301735401153564e-01,-6.073611602187156677e-02,-4.022216498851776123e-01,-1.587703078985214233e-01,-3.021254204213619232e-02
9.514190256595611572e-02,-3.690935671329498291e-02,-6.196018457412719727e-01,-3.516507893800735474e-02,-2.404270768165588379e-01,2.045016437768936157e-01,3.203029334545135498e-01,3.371952474117279053e-01,2.220641225576400757e-01,6.321941614151000977e-01,-7.419651150703430176e-01,3.879576027393341064e-01,2.134096175432205200e-01,1.939804255962371826e-01,2.475204914808273315e-01,1.920777112245559692e-01
2.335621602833271027e-02,1.282261759042739868e-01,-1.451571881771087646e-01,-7.009952794760465622e-03,-3.226100001484155655e-03,4.324902594089508057e-02,2.483073621988296509e-01,-1.383354701101779938e-02,-3.807050287723541260e-01,2.088409215211868286e-01,-1.557501852512359619e-01,2.477691471576690674e-01,-6.134066358208656311e-02,-2.198461256921291351e-02,8.619648218154907227e-02,-1.577770859003067017e-01
-3.257272019982337952e-02,1.610974669456481934e-01,4.180588573217391968e-02,9.701906703412532806e-03,1.504490524530410767e-01,-8.996706455945968628e-02,2.009849697351455688e-01,-2.415220439434051514e-01,-4.393094778060913086e-01,2.046289891004562378e-01,1.501457393169403076e-01,1.291981339454650879e-01,-3.476525545120239258e-01,-2.331672906875610352e-01,-1.373078376054763794e-01,-5.196112394332885742e-01
1.537425637245178223e+00,-2.544921934604644775e-01,-6.679647564888000488e-01,7.514373064041137695e-01,-6.477647423744201660e-01,1.516712665557861328e+00,1.263414382934570312e+00,1.033704280853271484e+00,5.046575665473937988e-01,7.346358895301818848e-01,-3.408152759075164795e-01,8.792041540145874023e-01,1.369668602943420410e+00,1.102483391761779785e+00,1.464047908782958984e+00,1.271219372749328613e+00
-2.084332555532455444e-01,8.909628540277481079e-02,-3.820926249027252197e-01,-1.644514948129653931e-01,1.137130707502365112e-02,1.169735267758369446e-01,-1.364170759916305542e-01,-1.335283666849136353e-01,9.313070774078369141e-02,3.142752647399902344e-01,-5.224979519844055176e-01,-1.413429975509643555e-01,7.984055578708648682e-02,9.382335841655731201e-02,-2.105032205581665039e-01,1.803691089153289795e-01
-2.710095942020416260e-01,3.752326667308807373e-01,2.855040729045867920e-01,-1.346059590578079224e-01,2.668575383722782135e-02,-1.476164162158966064e-01,-1.886106133460998535e-01,-5.134819746017456055e-01,-5.970025658607482910e-01,-1.174943074584007263e-01,2.877628803253173828e-01,-4.090790450572967529e-01,-3.035795986652374268e-01,-2.765532732009887695e-01,-5.906667113304138184e-01,-3.790163695812225342e-01
